hispanic,white,black,native,multiple,CENSUS_TRACT,api,tract,state,county
1103,1618,2208,8,260,37119005910,2597,005910,37,119
2046,1793,1984,15,172,37119005913,5860,005913,37,119
262,831,1087,1,80,37119005915,1800,005915,37,119
959,181,1176,4,80,37119005916,931,005916,37,119
1025,1783,1332,9,211,37119005918,4189,005918,37,119
760,1848,595,19,127,37119005919,2740,005919,37,119
1179,810,228,11,62,37119005920,980,005920,37,119
380,1276,1131,0,143,37119005921,4511,005921,37,119
807,1663,1600,20,202,37119005922,5730,005922,37,119
974,957,2141,3,153,37119005923,7180,005923,37,119
926,2219,1432,12,186,37119005924,3695,005924,37,119
341,1479,1034,8,135,37119005925,2103,005925,37,119
473,4250,1648,10,309,37119005926,4172,005926,37,119
1332,1111,1915,4,169,37119005927,5204,005927,37,119
527,483,361,5,47,37119005928,1530,005928,37,119
617,1321,1492,3,114,37119005929,3275,005929,37,119
640,849,982,13,91,37119005930,9110,005930,37,119
814,1630,1182,12,174,37119005931,1457,005931,37,119
424,762,838,3,113,37119005932,2950,005932,37,119
698,1245,1345,20,135,37119006005,1342,006005,37,119
460,1466,1545,9,176,37119006008,1090,006008,37,119
398,1066,1577,6,125,37119006009,792,006009,37,119
737,607,1878,4,126,37119006011,1390,006011,37,119
1060,1077,2124,18,153,37119006012,6323,006012,37,119
546,665,2496,5,151,37119006013,980,006013,37,119
406,2256,1343,12,198,37119006014,1124,006014,37,119
555,1311,1877,9,121,37119006015,1370,006015,37,119
1132,379,1675,15,99,37119006016,1061,006016,37,119
321,2435,1487,7,142,37119006103,1000,006103,37,119
342,1141,1382,11,121,37119006105,1152,006105,37,119
775,697,2960,6,138,37119006108,2020,006108,37,119
684,505,3402,10,80,37119006109,1072,006109,37,119
772,1144,3224,11,222,37119006110,1920,006110,37,119
518,1289,2137,15,181,37119006111,2520,006111,37,119
360,401,1247,5,95,37119006112,721,006112,37,119
262,1334,1597,15,185,37119006113,1070,006113,37,119
834,684,2511,1,139,37119006114,1480,006114,37,119
337,705,1897,4,161,37119006115,1832,006115,37,119
361,2522,288,9,151,37119006208,1100,006208,37,119
417,3588,501,17,193,37119006209,1242,006209,37,119
293,3691,333,8,195,37119006210,1961,006210,37,119
431,5094,405,5,220,37119006211,2620,006211,37,119
369,2330,580,12,138,37119006212,2854,006212,37,119
299,3282,376,15,188,37119006214,790,006214,37,119
83,1835,37,0,36,37119006216,503,006216,37,119
135,3179,130,5,114,37119006217,750,006217,37,119
89,2519,44,5,119,37119006218,660,006218,37,119
71,2060,52,3,79,37119006219,600,006219,37,119
92,2634,66,5,81,37119006220,612,006220,37,119
373,2733,444,2,148,37119006221,1360,006221,37,119
261,2890,504,10,139,37119006222,1410,006222,37,119
351,1559,581,3,121,37119006223,422,006223,37,119
970,1655,472,9,127,37119006224,1430,006224,37,119
206,2385,782,0,162,37119006305,2700,006305,37,119
158,1174,236,7,70,37119006306,840,006306,37,119
467,3666,1122,11,186,37119006307,3140,006307,37,119
214,3371,320,4,149,37119006308,1710,006308,37,119
536,1164,402,9,70,37119006309,440,006309,37,119
485,1930,220,4,113,37119006310,1220,006310,37,119
272,3605,178,7,200,37119006311,860,006311,37,119
439,5118,498,12,227,37119006403,2590,006403,37,119
418,6009,180,3,225,37119006404,1850,006404,37,119
413,2659,334,8,144,37119006407,1440,006407,37,119
210,2284,229,6,113,37119006408,940,006408,37,119
163,3002,236,6,95,37119006409,1080,006409,37,119
384,2643,229,1,154,37119006410,871,006410,37,119
413,1956,365,4,96,37119006411,590,006411,37,119
0,0,0,0,0,37119980100,00,980100,37,119
4,0,0,0,0,37119980200,10,980200,37,119
5,33,6,0,3,37119980300,100,980300,37,119
44,2205,0,8,61,37121950100,80,950100,37,121
64,3346,5,7,132,37121950200,80,950200,37,121
344,3584,22,9,135,37121950300,101,950300,37,121
249,4379,23,6,181,37121950400,260,950400,37,121
200,1346,29,3,37,37123960101,30,960101,37,123
1430,2170,694,11,76,37123960102,210,960102,37,123
109,1523,304,5,44,37123960201,20,960201,37,123
510,2831,844,19,107,37123960202,930,960202,37,123
20,1466,43,2,60,37123960301,311,960301,37,123
41,2295,20,9,62,37123960302,160,960302,37,123
26,897,934,13,52,37123960401,411,960401,37,123
76,1913,418,2,58,37123960402,1400,960402,37,123
973,743,653,8,28,37123960501,300,960501,37,123
539,1320,253,4,43,37123960502,140,960502,37,123
169,2200,101,3,102,37125950100,110,950100,37,125
856,1291,118,7,71,37125950201,120,950201,37,125
425,3356,249,15,79,37125950202,130,950202,37,125
142,1878,132,5,51,37125950303,412,950303,37,125
427,1717,555,26,110,37125950304,103,950304,37,125
190,3328,298,14,101,37125950305,311,950305,37,125
95,1627,69,19,70,37125950306,212,950306,37,125
194,3045,430,55,144,37125950402,232,950402,37,125
203,1595,401,18,109,37125950403,70,950403,37,125
111,2046,87,20,84,37125950404,140,950404,37,125
298,2329,314,21,102,37125950503,130,950503,37,125
346,2664,280,26,178,37125950504,344,950504,37,125
91,667,42,11,60,37125950505,53,950505,37,125
364,5618,162,24,312,37125950506,1054,950506,37,125
367,3319,315,26,166,37125950507,300,950507,37,125
89,3386,119,14,107,37125950601,670,950601,37,125
293,3092,653,19,197,37125950603,934,950603,37,125
158,2897,252,10,91,37125950604,540,950604,37,125
92,2378,79,18,87,37125950702,600,950702,37,125
135,2095,233,19,88,37125950703,743,950703,37,125
93,2240,54,9,81,37125950704,370,950704,37,125
289,3275,2074,33,241,37125950801,1101,950801,37,125
244,3632,182,24,163,37125950802,583,950802,37,125
169,1881,218,9,96,37125950900,331,950900,37,125
227,3653,132,15,151,37125951001,467,951001,37,125
60,956,91,12,29,37125951002,146,951002,37,125
265,2224,869,77,184,37125951101,384,951101,37,125
416,4165,1075,56,309,37125951102,1170,951102,37,125
557,2837,961,83,250,37125951200,669,951200,37,125
178,738,3967,35,103,37127010200,110,010200,37,127
119,835,2302,9,104,37127010301,290,010301,37,127
162,1480,1163,12,92,37127010302,210,010302,37,127
120,603,1975,13,94,37127010400,290,010400,37,127
218,1304,1161,17,53,37127010503,420,010503,37,127
298,3062,1999,15,131,37127010504,1048,010504,37,127
144,1172,1990,28,87,37127010505,1601,010505,37,127
175,1747,1629,17,101,37127010506,617,010506,37,127
230,985,1181,22,79,37127010601,550,010601,37,127
324,282,846,11,21,37127010603,293,010603,37,127
153,1218,2138,35,102,37127010604,1471,010604,37,127
108,1163,1433,16,96,37127010700,340,010700,37,127
50,574,617,13,38,37127010801,50,010801,37,127
154,4448,1172,58,137,37127010802,300,010802,37,127
280,2544,2237,82,119,37127010900,51,010900,37,127
327,2097,1611,30,139,37127011000,60,011000,37,127
255,3479,2145,62,161,37127011101,466,011101,37,127
145,2486,2280,33,149,37127011103,280,011103,37,127
192,1528,716,28,56,37127011104,70,011104,37,127
126,1994,980,10,67,37127011201,250,011201,37,127
177,2857,381,13,82,37127011202,51,011202,37,127
1176,3028,580,14,92,37127011300,00,011300,37,127
930,2596,868,19,156,37127011400,100,011400,37,127
612,1434,753,7,81,37127011501,90,011501,37,127
669,2663,555,16,118,37127011502,60,011502,37,127
131,912,1236,17,102,37129010100,163,010100,37,129
184,1711,1251,4,118,37129010200,251,010200,37,129
490,1929,2988,22,234,37129010300,250,010300,37,129
113,2215,159,4,68,37129010400,290,010400,37,129
525,1869,730,21,153,37129010501,574,010501,37,129
238,1536,169,6,90,37129010503,2312,010503,37,129
798,3769,1022,29,329,37129010504,1405,010504,37,129
159,3877,291,14,116,37129010600,897,010600,37,129
454,1749,1339,19,162,37129010700,301,010700,37,129
919,985,370,9,75,37129010800,40,010800,37,129
188,1644,216,4,125,37129010900,196,010900,37,129
75,989,868,7,114,37129011000,34,011000,37,129
136,386,1929,6,96,37129011100,92,011100,37,129
111,1197,666,7,79,37129011200,150,011200,37,129
94,1531,262,5,86,37129011300,190,011300,37,129
71,492,1038,6,51,37129011400,80,011400,37,129
196,1795,356,3,126,37129011501,776,011501,37,129
393,3893,799,4,109,37129011502,23516,011502,37,129
530,1796,1138,22,136,37129011503,137,011503,37,129
511,3860,577,29,218,37129011504,333,011504,37,129
859,3017,1015,17,215,37129011605,880,011605,37,129
472,3171,417,15,175,37129011606,1265,011606,37,129
416,4316,952,21,227,37129011608,1285,011608,37,129
457,3207,560,27,198,37129011609,463,011609,37,129
324,2147,685,34,169,37129011610,270,011610,37,129
696,4691,696,17,295,37129011611,1550,011611,37,129
641,4672,456,13,211,37129011612,1494,011612,37,129
311,3938,93,11,135,37129011701,462,011701,37,129
168,4482,45,8,122,37129011703,480,011703,37,129
347,8609,173,9,337,37129011705,1053,011705,37,129
35,2323,11,0,73,37129011800,151,011800,37,129
85,2572,33,8,85,37129011904,203,011904,37,129
354,1892,81,7,63,37129011905,211,011905,37,129
314,2250,187,1,96,37129011906,422,011906,37,129
122,3389,65,8,134,37129012004,831,012004,37,129
171,3586,195,4,175,37129012006,1029,012006,37,129
276,4370,385,16,169,37129012007,854,012007,37,129
426,5030,797,30,293,37129012008,1662,012008,37,129
275,5821,442,13,231,37129012009,1770,012009,37,129
338,4443,180,13,218,37129012010,1563,012010,37,129
979,3344,138,9,148,37129012011,655,012011,37,129
47,2448,33,4,76,37129012012,190,012012,37,129
136,4229,97,6,140,37129012103,910,012103,37,129
442,7123,430,32,425,37129012106,1585,012106,37,129
177,3789,185,16,175,37129012107,370,012107,37,129
124,2987,185,25,144,37129012108,330,012108,37,129
188,3466,129,11,166,37129012109,637,012109,37,129
996,3147,218,12,199,37129012110,610,012110,37,129
311,4675,401,19,212,37129012111,883,012111,37,129
80,2646,27,3,80,37129012201,231,012201,37,129
107,3340,27,14,168,37129012202,270,012202,37,129
37,2032,10,6,84,37129012203,182,012203,37,129
272,7863,222,11,260,37129012300,1310,012300,37,129
1,0,0,0,0,37129980100,00,980100,37,129
0,0,0,0,0,37129990100,00,990100,37,129
54,661,675,3,34,37131920101,50,920101,37,131
21,871,497,0,39,37131920102,10,920102,37,131
39,929,638,0,33,37131920103,03,920103,37,131
30,251,729,3,23,37131920201,30,920201,37,131
65,889,1077,10,60,37131920202,50,920202,37,131
18,208,1551,0,29,37131920301,20,920301,37,131
32,493,1051,5,45,37131920302,30,920302,37,131
11,411,709,5,26,37131920303,70,920303,37,131
67,1110,2271,14,105,37131920401,00,920401,37,131
16,1012,451,3,41,37131920402,11,920402,37,131
540,4463,819,41,424,37133000103,6211,000103,37,133
241,2397,91,12,158,37133000104,3210,000104,37,133
434,5837,211,20,312,37133000105,1199,000105,37,133
476,3093,647,24,317,37133000203,5112,000203,37,133
534,3167,339,20,293,37133000204,479,000204,37,133
722,4766,1062,40,423,37133000205,9616,000205,37,133
449,2939,322,12,219,37133000206,127,000206,37,133
364,2842,524,18,223,37133000207,432,000207,37,133
140,1657,51,9,70,37133000303,105,000303,37,133
351,3024,476,18,278,37133000304,438,000304,37,133
356,2146,368,19,205,37133000305,2512,000305,37,133
658,4859,688,43,440,37133000306,947,000306,37,133
753,7872,322,54,590,37133000401,11621,000401,37,133
46,1233,12,7,33,37133000403,20,000403,37,133
90,1156,42,4,109,37133000404,180,000404,37,133
569,6303,215,30,380,37133000405,1107,000405,37,133
841,2109,184,30,28,37133000500,10620,000500,37,133
3699,7911,875,85,198,37133000600,34452,000600,37,133
1027,3744,445,20,449,37133000700,18566,000700,37,133
88,270,30,1,16,37133000800,56,000800,37,133
241,679,120,4,54,37133000901,226,000901,37,133
857,2212,382,10,192,37133000902,13348,000902,37,133
1545,3233,594,26,218,37133001000,352127,001000,37,133
595,3332,624,29,342,37133001101,9819,001101,37,133
501,2383,718,38,283,37133001102,7411,001102,37,133
443,1978,524,20,253,37133001201,7411,001201,37,133
1046,4296,1713,36,559,37133001202,23048,001202,37,133
691,1697,1165,14,275,37133001301,13519,001301,37,133
597,1527,707,7,252,37133001302,17911,001302,37,133
325,1358,494,5,121,37133001303,915,001303,37,133
1361,3674,1736,40,583,37133001304,41231,001304,37,133
412,3190,364,18,285,37133001400,1088,001400,37,133
345,1120,757,13,144,37133001500,3912,001500,37,133
325,1228,531,13,146,37133001700,255,001700,37,133
140,1141,318,7,95,37133001800,175,001800,37,133
760,3203,1241,28,389,37133002100,15919,002100,37,133
724,2573,961,14,276,37133002201,21411,002201,37,133
751,1737,1313,31,282,37133002202,10713,002202,37,133
664,2445,792,23,321,37133002300,10115,002300,37,133
1240,3728,1611,32,608,37133002400,20329,002400,37,133
279,2239,388,32,236,37133002500,355,002500,37,133
442,908,1594,22,162,37133002600,256,002600,37,133
150,1700,58,4,86,37133002801,204,002801,37,133
193,1639,156,23,202,37133002802,376,002802,37,133
636,4491,355,23,409,37133002803,9823,002803,37,133
0,0,0,0,0,37133990100,00,990100,37,133
260,1342,360,0,102,37135010701,1141,010701,37,135
558,3351,546,10,211,37135010705,3280,010705,37,135
245,2728,53,0,219,37135010706,3680,010706,37,135
508,1967,487,7,133,37135010707,2281,010707,37,135
718,1019,449,11,117,37135010708,2643,010708,37,135
332,1078,277,6,104,37135010709,1304,010709,37,135
459,2264,246,6,164,37135010710,1610,010710,37,135
247,3970,364,7,190,37135010802,240,010802,37,135
199,2179,523,9,155,37135010803,230,010803,37,135
129,1311,397,8,65,37135010804,111,010804,37,135
1484,3946,651,14,270,37135010902,1622,010902,37,135
109,2088,247,5,87,37135010903,330,010903,37,135
1001,2330,140,4,147,37135010904,382,010904,37,135
218,3670,518,7,181,37135011001,1030,011001,37,135
415,3090,469,20,177,37135011002,700,011002,37,135
797,1823,1231,11,145,37135011103,700,011103,37,135
109,1119,185,3,58,37135011104,100,011104,37,135
388,2101,648,9,155,37135011105,735,011105,37,135
261,1733,282,10,135,37135011106,210,011106,37,135
646,2696,574,6,151,37135011107,1582,011107,37,135
499,2504,134,7,143,37135011204,2100,011204,37,135
343,1865,540,5,207,37135011206,12010,011206,37,135
459,2411,303,3,164,37135011207,12181,011207,37,135
429,3221,485,6,298,37135011208,7650,011208,37,135
353,2152,223,0,126,37135011209,680,011209,37,135
595,2310,338,8,131,37135011210,593,011210,37,135
129,1974,78,7,98,37135011211,270,011211,37,135
196,1860,628,8,117,37135011300,2983,011300,37,135
218,2835,148,8,167,37135011400,4900,011400,37,135
112,1383,110,8,102,37135011500,1044,011500,37,135
216,1294,193,22,61,37135011601,3140,011601,37,135
532,3200,998,33,284,37135011602,14006,011602,37,135
290,4437,371,9,210,37135011700,4370,011700,37,135
294,1937,329,7,133,37135011800,3430,011800,37,135
260,2941,281,5,263,37135011902,5772,011902,37,135
344,1135,180,10,144,37135011903,3300,011903,37,135
194,2066,276,10,150,37135011904,3730,011904,37,135
451,1689,684,6,174,37135012101,8710,012101,37,135
59,1257,27,3,87,37135012102,1000,012102,37,135
158,1951,161,4,130,37135012103,3450,012103,37,135
178,2391,174,2,161,37135012201,1510,012201,37,135
420,3919,263,10,253,37135012202,5453,012202,37,135
160,2444,282,18,116,37137950101,111,950101,37,137
126,1480,772,8,76,37137950103,83,950103,37,137
6,614,411,4,49,37137950104,30,950104,37,137
59,1844,142,10,54,37137950202,131,950202,37,137
56,1182,315,5,43,37137950203,100,950203,37,137
89,1540,133,13,71,37137950204,50,950204,37,137
0,0,0,0,0,37137990100,00,990100,37,137
145,459,739,3,46,37139960100,82,960100,37,139
189,1589,2217,11,171,37139960200,490,960200,37,139
134,327,2050,8,94,37139960300,181,960300,37,139
304,1854,1750,17,163,37139960400,330,960400,37,139
195,2403,527,10,130,37139960501,374,960501,37,139
282,3233,1682,39,206,37139960502,1054,960502,37,139
51,1533,833,12,86,37139960503,40,960503,37,139
410,4291,2238,19,291,37139960600,9310,960600,37,139
425,3481,1866,24,219,37139960701,805,960701,37,139
102,2407,414,7,87,37139960702,312,960702,37,139
236,3992,69,17,226,37141920104,402,920104,37,141
92,1233,167,2,87,37141920105,110,920105,37,141
51,1674,13,2,51,37141920106,180,920106,37,141
346,6756,247,11,365,37141920201,715,920201,37,141
364,8024,160,25,300,37141920202,713,920202,37,141
370,4582,397,29,287,37141920203,377,920203,37,141
63,1073,615,3,54,37141920204,60,920204,37,141
346,2609,748,14,116,37141920300,10,920300,37,141
310,1227,621,0,88,37141920401,110,920401,37,141
215,1795,877,27,96,37141920402,90,920402,37,141
268,2336,578,7,113,37141920403,130,920403,37,141
428,1989,1612,15,99,37141920501,71,920501,37,141
182,1112,269,16,79,37141920502,52,920502,37,141
728,1545,439,4,110,37141920601,50,920601,37,141
983,4471,732,23,262,37141920602,143,920602,37,141
0,0,0,0,0,37141990100,00,990100,37,141
66,2441,904,8,122,37143920101,121,920101,37,143
75,2383,467,5,146,37143920102,136,920102,37,143
100,1685,746,6,101,37143920201,20,920201,37,143
68,2824,569,16,153,37143920202,90,920202,37,143
256,4371,1860,89,218,37145920100,15,920100,37,145
225,4445,1447,47,155,37145920200,260,920200,37,145
489,2909,2415,42,257,37145920300,241,920300,37,145
182,1120,1275,7,83,37145920400,170,920400,37,145
373,5274,1063,19,279,37145920500,251,920500,37,145
432,3347,1173,25,132,37145920601,130,920601,37,145
238,3666,646,11,193,37145920602,181,920602,37,145
136,1600,378,6,100,37147000101,251,000101,37,147
105,753,1008,10,68,37147000102,165,000102,37,147
244,2572,1054,9,180,37147000201,856,000201,37,147
126,1444,767,17,110,37147000202,670,000202,37,147
334,2151,393,8,94,37147000301,620,000301,37,147
139,868,1137,12,102,37147000303,370,000303,37,147
189,3692,846,6,178,37147000304,1410,000304,37,147
256,3684,1014,17,144,37147000400,580,000400,37,147
283,3162,2549,14,188,37147000501,1938,000501,37,147
300,2465,1198,15,174,37147000503,1724,000503,37,147
94,1369,576,14,78,37147000504,671,000504,37,147
303,1254,3022,4,158,37147000602,870,000602,37,147
258,1871,2550,17,153,37147000604,1920,000604,37,147
227,1351,2575,19,167,37147000605,1833,000605,37,147
192,1704,1567,6,163,37147000606,1420,000606,37,147
483,3655,3888,25,329,37147000607,21312,000607,37,147
145,548,2778,15,104,37147000701,620,000701,37,147
105,166,2381,0,50,37147000702,101,000702,37,147
552,437,1986,0,71,37147000800,31,000800,37,147
437,2048,1010,4,118,37147000901,273,000901,37,147
677,986,1118,7,68,37147000902,81,000902,37,147
282,1359,433,10,84,37147001001,232,001001,37,147
520,4676,1096,22,251,37147001002,613,001002,37,147
302,4446,738,17,206,37147001003,1352,001003,37,147
383,3665,833,6,156,37147001100,130,001100,37,147
692,4235,1007,21,224,37147001200,1276,001200,37,147
219,2138,1787,10,182,37147001301,770,001301,37,147
292,3078,2199,10,220,37147001302,734,001302,37,147
169,2951,684,12,146,37147001304,1891,001304,37,147
234,2744,1141,13,162,37147001305,2433,001305,37,147
203,1400,819,8,77,37147001402,17,001402,37,147
181,1755,868,15,105,37147001403,90,001403,37,147
104,566,1044,7,32,37147001404,20,001404,37,147
273,1646,1052,5,96,37147001500,91,001500,37,147
324,2842,792,23,133,37147001601,411,001601,37,147
242,1920,2356,13,195,37147001602,510,001602,37,147
296,2090,1270,10,115,37147001700,1080,001700,37,147
416,2629,2437,17,148,37147001800,150,001800,37,147
212,1462,936,16,59,37147001900,191,001900,37,147
349,2275,1883,21,117,37147002002,62,002002,37,147
1107,610,2089,4,141,37147002003,015,002003,37,147
583,570,554,9,60,37147002004,40,002004,37,147
150,2494,235,13,106,37149920101,131,920101,37,149
200,2619,84,2,87,37149920103,110,920103,37,149
191,2603,60,4,111,37149920104,193,920104,37,149
147,2383,7,11,106,37149920201,00,920201,37,149
119,1846,45,9,85,37149920202,01,920202,37,149
73,968,8,2,28,37149920301,30,920301,37,149
62,1615,26,3,59,37149920303,60,920303,37,149
84,2188,224,7,129,37149920304,82,920304,37,149
1301,2647,814,27,181,37151030100,540,030100,37,151
748,2042,256,16,110,37151030201,500,030201,37,151
1411,3078,186,16,172,37151030202,770,030202,37,151
2455,3143,610,28,179,37151030301,1240,030301,37,151
920,986,1016,11,125,37151030302,173,030302,37,151
1534,2019,423,22,144,37151030400,680,030400,37,151
596,3360,231,10,116,37151030502,570,030502,37,151
421,5029,139,24,165,37151030503,250,030503,37,151
119,5432,62,34,183,37151030504,190,030504,37,151
742,5477,190,23,172,37151030600,450,030600,37,151
387,5418,61,11,177,37151030700,640,030700,37,151
316,3309,125,5,136,37151030803,70,030803,37,151
322,2047,77,4,73,37151030804,100,030804,37,151
441,3257,209,11,135,37151030805,150,030805,37,151
639,1928,121,2,80,37151030806,290,030806,37,151
168,3079,178,10,127,37151030900,41,030900,37,151
534,1970,223,7,103,37151031001,350,031001,37,151
510,3206,510,23,140,37151031002,130,031002,37,151
256,2874,43,9,132,37151031101,51,031101,37,151
417,1662,167,15,120,37151031102,50,031102,37,151
716,3544,638,48,182,37151031200,242,031200,37,151
158,3845,49,36,144,37151031303,550,031303,37,151
254,4118,114,34,145,37151031304,330,031304,37,151
244,3010,242,28,129,37151031305,310,031305,37,151
205,3743,50,32,159,37151031307,100,031307,37,151
154,2335,49,21,93,37151031308,140,031308,37,151
517,4207,391,25,236,37151031401,320,031401,37,151
1062,2510,213,8,129,37151031402,350,031402,37,151
286,5453,142,24,222,37151031501,650,031501,37,151
301,2000,341,17,113,37151031503,2451,031503,37,151
256,4220,251,23,169,37151031504,4241,031504,37,151
145,3018,132,17,89,37151031505,451,031505,37,151
370,3377,256,33,107,37151031601,1910,031601,37,151
146,1011,83,12,40,37151031602,2310,031602,37,151
288,1623,1110,62,97,37153970100,140,970100,37,153
534,2562,915,82,163,37153970200,350,970200,37,153
358,2974,861,79,160,37153970300,290,970300,37,153
169,2480,1063,65,208,37153970400,820,970400,37,153
91,1130,983,41,50,37153970500,180,970500,37,153
328,1527,1846,72,139,37153970600,354,970600,37,153
432,1649,486,52,134,37153970700,200,970700,37,153
288,2870,1379,132,199,37153970800,533,970800,37,153
306,3456,814,145,266,37153970900,360,970900,37,153
145,1370,1952,58,152,37153971000,310,971000,37,153
133,1969,1361,206,253,37153971100,70,971100,37,153
1255,1222,956,243,160,37155960101,40,960101,37,155
1033,1883,899,586,144,37155960102,157,960102,37,155
1130,391,365,1988,114,37155960202,48,960202,37,155
377,1380,940,259,189,37155960203,132,960203,37,155
486,548,531,400,81,37155960204,63,960204,37,155
482,633,1447,553,131,37155960301,21,960301,37,155
727,365,382,830,83,37155960302,91,960302,37,155
388,256,251,2386,56,37155960402,30,960402,37,155
88,205,162,2413,135,37155960403,160,960403,37,155
45,114,60,2855,119,37155960404,20,960404,37,155
59,107,114,2556,76,37155960501,13,960501,37,155
230,1050,1300,2488,322,37155960502,2473,960502,37,155
40,135,92,1433,71,37155960503,30,960503,37,155
254,317,330,2941,121,37155960601,70,960601,37,155
69,131,200,813,53,37155960602,00,960602,37,155
889,988,346,2374,133,37155960701,280,960701,37,155
292,624,312,1240,104,37155960702,182,960702,37,155
217,425,1796,638,113,37155960801,150,960801,37,155
23,79,871,158,35,37155960802,01,960802,37,155
179,955,434,164,75,37155960900,592,960900,37,155
176,704,642,170,71,37155961000,190,961000,37,155
446,562,560,253,72,37155961100,160,961100,37,155
236,1135,891,343,98,37155961200,321,961200,37,155
340,2182,736,708,118,37155961301,1884,961301,37,155
617,1418,1913,720,212,37155961302,8918,961302,37,155
566,1798,676,642,83,37155961400,90,961400,37,155
278,2549,769,1219,190,37155961500,40,961500,37,155
147,1865,667,530,143,37155961601,154,961601,37,155
98,1591,741,563,101,37155961602,20,961602,37,155
107,1138,1982,933,122,37155961700,90,961700,37,155
117,229,455,3500,121,37155961801,50,961801,37,155
97,567,940,2646,148,37155961802,210,961802,37,155
158,998,1539,1120,144,37155961900,42,961900,37,155
47,352,1410,1119,86,37155962001,141,962001,37,155
64,263,509,1752,105,37155962002,180,962002,37,155
164,3118,492,10,109,37157040101,193,040101,37,157
97,1846,421,6,59,37157040102,40,040102,37,157
353,2227,949,17,161,37157040200,31,040200,37,157
225,2534,862,6,122,37157040300,891,040300,37,157
389,3795,1330,15,258,37157040400,293,040400,37,157
326,2315,742,14,96,37157040501,130,040501,37,157
186,1914,574,21,68,37157040502,250,040502,37,157
190,3041,348,5,80,37157040601,60,040601,37,157
486,3218,523,0,136,37157040602,91,040602,37,157
152,3553,269,6,138,37157040700,160,040700,37,157
51,909,531,15,56,37157040800,250,040800,37,157
145,1919,286,3,84,37157040900,70,040900,37,157
576,5356,219,31,189,37157041001,483,041001,37,157
243,5036,366,26,189,37157041002,270,041002,37,157
197,5175,845,18,193,37157041100,240,041100,37,157
351,1741,2625,13,177,37157041200,190,041200,37,157
902,3685,1565,19,156,37157041300,51,041300,37,157
360,1340,1116,24,135,37157041400,180,041400,37,157
67,1000,208,11,38,37157041501,93,041501,37,157
260,3741,1756,3,176,37157041502,5113,041502,37,157
178,2710,281,5,121,37157041601,120,041601,37,157
188,4045,303,14,134,37157041602,350,041602,37,157
526,2021,1394,7,113,37159050201,520,050201,37,159
602,2505,1937,12,172,37159050202,840,050202,37,159
469,1721,1201,15,129,37159050300,3312,050300,37,159
335,363,2294,11,99,37159050400,151,050400,37,159
183,2482,984,5,120,37159050500,252,050500,37,159
346,1633,1032,11,134,37159050700,247,050700,37,159
242,791,1687,6,92,37159050800,127,050800,37,159
172,3644,149,13,123,37159050901,441,050901,37,159
325,5350,336,24,247,37159050903,310,050903,37,159
56,2421,8,4,75,37159050904,140,050904,37,159
340,6800,200,25,301,37159051001,353,051001,37,159
334,4988,316,11,249,37159051002,582,051002,37,159
371,6117,193,18,253,37159051101,482,051101,37,159
493,2902,171,14,144,37159051102,910,051102,37,159
1379,4097,1033,11,263,37159051201,751,051201,37,159
801,2375,490,14,150,37159051202,532,051202,37,159
1227,2077,736,17,100,37159051204,992,051204,37,159
270,2097,344,11,86,37159051301,270,051301,37,159
506,3591,874,31,192,37159051302,1351,051302,37,159
500,2870,2102,13,225,37159051303,1332,051303,37,159
1280,5209,676,26,302,37159051400,585,051400,37,159
1148,2133,723,13,167,37159051501,490,051501,37,159
305,2638,74,9,79,37159051502,330,051502,37,159
867,4842,1062,29,274,37159051600,720,051600,37,159
854,6470,427,29,273,37159051700,806,051700,37,159
294,3959,79,19,176,37159051801,272,051801,37,159
409,4110,112,10,186,37159051802,189,051802,37,159
441,3934,283,9,149,37159051901,191,051901,37,159
318,2484,406,9,144,37159051903,83,051903,37,159
262,2290,453,13,150,37159051904,310,051904,37,159
285,1221,954,5,74,37159052000,220,052000,37,159
30,1372,12,8,34,37161960101,80,960101,37,161
58,2044,42,5,57,37161960102,00,960102,37,161
43,2204,61,1,78,37161960103,140,960103,37,161
102,3721,209,9,114,37161960201,191,960201,37,161
34,1139,79,2,38,37161960202,21,960202,37,161
62,1157,56,0,38,37161960203,90,960203,37,161
49,1364,138,1,41,37161960301,51,960301,37,161
54,1266,22,0,56,37161960302,50,960302,37,161
122,2856,210,5,137,37161960400,300,960400,37,161
104,2096,260,12,95,37161960501,140,960501,37,161
182,2097,329,5,134,37161960502,281,960502,37,161
75,1360,181,3,47,37161960503,231,960503,37,161
154,2709,978,21,190,37161960600,188,960600,37,161
352,3122,818,10,193,37161960700,344,960700,37,161
501,2635,1007,6,260,37161960800,655,960800,37,161
398,3763,589,15,221,37161960900,230,960900,37,161
105,3415,198,11,136,37161961001,160,961001,37,161
61,2847,83,3,90,37161961002,00,961002,37,161
193,2660,114,10,131,37161961102,120,961102,37,161
199,1827,192,6,96,37161961103,20,961103,37,161
213,2486,146,5,130,37161961104,110,961104,37,161
195,3886,112,14,126,37161961200,51,961200,37,161
404,724,525,18,44,37163970101,50,970101,37,163
1519,2099,768,40,100,37163970102,81,970102,37,163
220,717,167,12,29,37163970201,42,970201,37,163
1323,2905,569,189,126,37163970202,140,970202,37,163
846,3210,597,72,149,37163970302,61,970302,37,163
545,1313,257,30,66,37163970303,20,970303,37,163
443,3059,402,41,102,37163970304,100,970304,37,163
178,1458,71,32,91,37163970401,00,970401,37,163
